gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2440895868																										MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Thermomonas																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Thermomonas						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Thermomonas								Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		Thermomonas							genus							
2440895867																										MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae:Nitrosomonas																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae:Nitrosomonas						7	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Nitrosomonas								Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae		Nitrosomonas							genus							
2440895865																										MGYA00364106_Bacteria::Candidatus_Kerfeldbacteria																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Candidatus_Kerfeldbacteria						6	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Candidatus Kerfeldbacteria								Bacteria	Candidatus_Kerfeldbacteria												phylum							
2440895863																										MGYA00364109_Bacteria::Ignavibacteriae:Ignavibacteria:Ignavibacteriales																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Ignavibacteriae:Ignavibacteria:Ignavibacteriales						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Ignavibacteriales								Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales										order							
2440895858																										MGYA00364107_Bacteria::Candidatus_Kerfeldbacteria																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Candidatus_Kerfeldbacteria						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Candidatus Kerfeldbacteria								Bacteria	Candidatus_Kerfeldbacteria												phylum							
2440895855																										MGYA00364111_Bacteria::Chloroflexi:Anaerolineae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Chloroflexi:Anaerolineae						10	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Anaerolineae								Bacteria	Chloroflexi	Anaerolineae											class							
2440895853																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Propionivibrio																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Propionivibrio						6	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Propionivibrio								Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae		Propionivibrio							genus							
2440895850																										MGYA00364106_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae:Dechloromonas																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae:Dechloromonas						8	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Dechloromonas								Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae		Dechloromonas							genus							
2440895847																										MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales						6	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Rhizobiales								Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales										order							
2440895845																										MGYA00364106_Bacteria::Candidatus_Pacebacteria																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Candidatus_Pacebacteria						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Candidatus Pacebacteria								Bacteria	Candidatus_Pacebacteria												phylum							
2440895844																										MGYA00364108_Bacteria::Planctomycetes:Planctomycetia:Planctomycetales:Isosphaeraceae:Aquisphaera																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Planctomycetes:Planctomycetia:Planctomycetales:Isosphaeraceae:Aquisphaera						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Aquisphaera								Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae		Aquisphaera							genus							
2440895843																										MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Crocinitomicaceae:Brumimicrobium																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Crocinitomicaceae:Brumimicrobium						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Brumimicrobium								Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		Brumimicrobium							genus							
2440895839																										MGYA00364109_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Rhodobacterales								Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales										order							
2440895835																										MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae						18	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Ruminococcaceae								Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae									family							
2440895833																										MGYA00364110_Bacteria::Firmicutes:Bacilli:Bacillales:Bacillaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Firmicutes:Bacilli:Bacillales:Bacillaceae						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Bacillaceae								Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae									family							
2440895831																										MGYA00364107_Bacteria::Candidatus_Kaiserbacteria																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Candidatus_Kaiserbacteria						42	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Candidatus Kaiserbacteria								Bacteria	Candidatus_Kaiserbacteria												phylum							
2440895828																										MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Syntrophobacterales:Syntrophaceae:Syntrophus																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Syntrophobacterales:Syntrophaceae:Syntrophus						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Syntrophus								Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae		Syntrophus							genus							
2440895826																										MGYA00364107_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae						41	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Christensenellaceae								Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae									family							
2440895825																										MGYA00364106_Bacteria::Caldiserica:Caldisericia:Caldisericales:Caldisericaceae:Caldisericum																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Caldiserica:Caldisericia:Caldisericales:Caldisericaceae:Caldisericum						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Caldisericum								Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae		Caldisericum							genus							
2440895823																										MGYA00364108_Bacteria::Firmicutes:Bacilli:Lactobacillales																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Firmicutes:Bacilli:Lactobacillales						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Lactobacillales								Bacteria	Firmicutes	Bacilli	Lactobacillales										order							
2440895821																										MGYA00364108_Bacteria::Acidobacteria:Holophagae:Holophagales:Holophagaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Acidobacteria:Holophagae:Holophagales:Holophagaceae						4	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Holophagaceae								Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae									family							
2440895817																										MGYA00364110_Bacteria::Firmicutes:Clostridia:Clostridiales:Lachnospiraceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Firmicutes:Clostridia:Clostridiales:Lachnospiraceae						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Lachnospiraceae								Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae									family							
2440895815																										MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Oxobacter								Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		Oxobacter							genus							
2440895814																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ottowia																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ottowia						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Ottowia								Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		Ottowia							genus							
2440895812																										MGYA00364110_Bacteria::Nitrospirae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Nitrospirae						13	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Nitrospirae								Bacteria	Nitrospirae												phylum							
2440895808																										MGYA00364107_Bacteria::Acidobacteria:Blastocatellia																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Acidobacteria:Blastocatellia						6	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Blastocatellia								Bacteria	Acidobacteria	Blastocatellia											class							
