gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
2440893595																										MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ercella										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ercella						3.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Ercella van Gelder et al., 2014								Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		Ercella	Ercella						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.162Z										false	false	7766656	7766656	3	11371390	304	10788868	4894491	7766656				Ercella van Gelder et al., 2014	Ercella		DWC_ARCHIVE	2023-04-07T16:53:05.162Z	2023-04-07T16:52:25.587Z		1.2039489525644112E-4										
2440893593																										MGYA00364108_Bacteria::Gemmatimonadetes										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Gemmatimonadetes						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Gemmatimonadetes								Bacteria	Gemmatimonadota						Gemmatimonadetes						PHYLUM				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.202Z										false	false	30	10725132	3	10725132								Gemmatimonadota	Gemmatimonadetes		DWC_ARCHIVE	2023-04-07T16:53:05.202Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440893591																										MGYA00364111_Bacteria::Actinobacteria:Acidimicrobiia:Acidimicrobiales:Acidimicrobiaceae:Ilumatobacter										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Actinobacteria:Acidimicrobiia:Acidimicrobiales:Acidimicrobiaceae:Ilumatobacter						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352.0	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Ilumatobacter Matsumoto et al., 2009								Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae		Ilumatobacter	Ilumatobacter						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.399Z										false	false	5905178	5905178	3	10813635	10866681	8368729	10705950	5905178				Ilumatobacter Matsumoto et al., 2009	Ilumatobacter		DWC_ARCHIVE	2023-04-07T16:53:05.399Z	2023-04-07T16:52:25.587Z		3.9444619753865575E-5										
2440893580																										MGYA00364105_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae						344.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Methylophilaceae								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae			Methylophilaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.211Z										false	false	8929	8929	3	111	362	648	8929					Methylophilaceae	Methylophilaceae		DWC_ARCHIVE	2023-04-07T16:53:05.211Z	2023-04-07T16:52:25.587Z		0.012980152441325183										
2440893579																										MGYA00364111_Bacteria::Proteobacteria:Oligoflexia:Oligoflexales										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Proteobacteria:Oligoflexia:Oligoflexales						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352.0	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Oligoflexales								Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales				Oligoflexales						ORDER				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.472Z										false	false	10815316	10815316	3	10716559	10808561	10815316						Oligoflexales	Oligoflexales		DWC_ARCHIVE	2023-04-07T16:53:05.472Z	2023-04-07T16:52:25.587Z		7.888923950773115E-5										
2440893575																										MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Azonexaceae						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Azonexaceae								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Azonexaceae			Azonexaceae						FAMILY				DOUBTFUL			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.872Z										false	false	11266888	11266888	3	111	362	648	11266888					Azonexaceae	Azonexaceae		DWC_ARCHIVE	2023-04-07T16:53:04.872Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440893573																										MGYA00364108_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae:Labrys										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales:Xanthobacteraceae:Labrys						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Labrys Vasilyeva & Semenov, 1985								Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae		Labrys	Labrys						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.420Z										false	false	3220956	3220956	3	111	197	1221	10741245	3220956				Labrys Vasilyeva & Semenov, 1985	Labrys		DWC_ARCHIVE	2023-04-07T16:53:05.420Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440893569																										MGYA00364106_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Erythrobacteraceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Erythrobacteraceae						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Erythrobacteraceae								Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae			Erythrobacteraceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.137Z										false	false	4901672	4901672	3	111	197	647	4901672					Erythrobacteraceae	Erythrobacteraceae		DWC_ARCHIVE	2023-04-07T16:53:05.137Z	2023-04-07T16:52:25.587Z		8.026326350429408E-5										
2440893566																										MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Desulfobulbaceae								Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae			Desulfobulbaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.186Z								TAXON_MATCH_HIGHERRANK		false	false	8936	8936	3	10715929	10819244	10696170	8936					Desulfobulbaceae	Desulfocapsa		DWC_ARCHIVE	2023-04-07T16:53:05.186Z	2023-04-07T16:52:25.587Z		8.026326350429408E-5										
2440893563																										MGYA00364105_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae:Flavisolibacter										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Bacteroidetes:Chitinophagia:Chitinophagales:Chitinophagaceae:Flavisolibacter						76.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Flavisolibacter Yoon & Im, 2007								Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		Flavisolibacter	Flavisolibacter						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.083Z										false	false	4893097	4893097	3	10707955	7498440	10728632	4903787	4893097				Flavisolibacter Yoon & Im, 2007	Flavisolibacter		DWC_ARCHIVE	2023-04-07T16:53:05.083Z	2023-04-07T16:52:25.587Z		0.0028677080975020755										
2440893560																										MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Macromonas										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Macromonas						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Macromonas Utermohl & Koppe, 1924								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae		Macromonas	Macromonas						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.466Z										false	false	3220107	3220107	3	111	362	648	5438	3220107				Macromonas Utermohl & Koppe, 1924	Macromonas		DWC_ARCHIVE	2023-04-07T16:53:05.466Z	2023-04-07T16:52:25.587Z		7.087172218284904E-5										
2440893555																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122.0	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Methylophilaceae								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae			Methylophilaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.044Z										false	false	8929	8929	3	111	362	648	8929					Methylophilaceae	Methylophilaceae		DWC_ARCHIVE	2023-04-07T16:53:05.044Z	2023-04-07T16:52:25.587Z		8.649770781074301E-5										
2440893552																										MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Azovibrio										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Azovibrio						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Azovibrio Reinhold-Hurek & Hurek, 2000								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae		Azovibrio	Azovibrio						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.363Z										false	false	3220309	3220309	3	111	362	648	8931	3220309				Azovibrio Reinhold-Hurek & Hurek, 2000	Azovibrio		DWC_ARCHIVE	2023-04-07T16:53:05.363Z	2023-04-07T16:52:25.587Z		4.280455440458865E-5										
2440893551																										MGYA00364107_Bacteria::Bacteroidetes:Bacteroidia:Marinilabiliales										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Bacteroidetes:Bacteroidia:Marinilabiliales						5.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Marinilabiliales								Bacteria	Bacteroidota	Bacteroidia	Bacteroidales				Marinilabiliales						ORDER				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.448Z										false	false	11060629	1203	3	10707955	7498440	1203						Bacteroidales	Marinilabiliales		DWC_ARCHIVE	2023-04-07T16:53:05.448Z	2023-04-07T16:52:25.587Z		2.1402277202294323E-4										
2440893543																										MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Negativibacillus										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Negativibacillus						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Negativibacillus								Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		Negativibacillus	Negativibacillus						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.217Z										false	false	10831963	10831963	3	11371390	304	10788868	4894491	10831963				Negativibacillus	Negativibacillus		DWC_ARCHIVE	2023-04-07T16:53:05.217Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440893529																										MGYA00364105_Bacteria::Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae						4.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Moraxellaceae								Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			Moraxellaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.354Z										false	false	9537	9537	3	111	362	1474	9537					Moraxellaceae	Moraxellaceae		DWC_ARCHIVE	2023-04-07T16:53:05.354Z	2023-04-07T16:52:25.587Z		1.5093200513168818E-4										
2440893528																										MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Betaproteobacteria								Bacteria	Proteobacteria	Gammaproteobacteria					Betaproteobacteria						CLASS				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.447Z								TAXON_MATCH_HIGHERRANK		false	false	337	362	3	111	362							Gammaproteobacteria	Candidatus Accumulibacter		DWC_ARCHIVE	2023-04-07T16:53:05.447Z	2023-04-07T16:52:25.587Z		4.280455440458865E-5										
2440893527																										MGYA00364110_Bacteria::Ignavibacteriae:Ignavibacteria										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Ignavibacteriae:Ignavibacteria						30.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122.0	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Ignavibacteria								Bacteria	Bacteroidota	Ignavibacteria					Ignavibacteria						CLASS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.460Z										false	false	7421138	7421138	3	10707955	7421138							Ignavibacteria	Ignavibacteria		DWC_ARCHIVE	2023-04-07T16:53:05.460Z	2023-04-07T16:52:25.587Z		0.0012974656171611451										
